conceito_candidato,ocorrencias,esta_no_vocabulario
colocado na frente da regata masculina ou top feminino,1,False
colocado nas costas da regata masculina ou top feminino,1,False
impresso em cor contrastante com a cor da regata ou top,1,False
Integrantes da mesma Equipe,1,False
shorts idênticos,1,False
Atletas masculinos,1,False
mais longos se não forem largos demais,1,False
no mínimo 10 centímetros acima da patela,1,False
shorts justos e curtos com ajuste próximo ao corpo,1,False
a possuir logotipos de patrocinadores nos shorts,1,False
Logotipos de fabricantes,1,False
incluídos nos shorts,1,False
localizados em qualquer posição,1,False
qualquer tamanho,1,False
Não há limite para quantidade de patrocinadores exibidos nos shorts,1,False
nome ou apelido nos shorts,1,False
uniformes da Equipe para aprovação durante Reunião Técnica pré-competição,1,False
"Em condições climáticas severas, Atletas",1,False
uniforme de frio,1,False
composto por camisa justa,1,False
composto por calça longa justa até o tornozelo,1,False
calça até o joelho,1,False
consistentes em estilo e cor,1,False
as mesmas regras de marketing aplicadas aos shorts dos Atletas,1,False
para permitir uso de uniforme especial de frio,1,False
equipe médica oficial antes de permitir uniforme especial de frio,1,False
em regatas ou tops de frio masculinos e femininos,1,False
em calças de frio masculinas e femininas conforme regra geral,1,False
Seleção da Areia é fator importante na construção da Quadra,1,False
peneirada até tamanho aceitável,1,False
excessivamente grossa,1,False
livre de pedras,1,False
livre de partículas perigosas,1,False
excessivamente fina a ponto de causar poeira,1,False
excessivamente fina a ponto de aderir à pele,1,False
lavada,1,False
duplamente lavada,1,False
livre de silte,1,False
livre de argila,1,False
Ausência de silte e argila previne compactação,1,False
Partículas de Areia,1,False
"tamanho entre 0,5 e 1 milímetro",1,False
"Tamanho de partículas entre 0,5 e 1 milímetro permite drenagem adequada",1,False
"Tamanho de partículas entre 0,5 e 1 milímetro maximiza segurança",1,False
Forma subangular das partículas resiste à compactação,1,False
Forma subangular das partículas auxilia a drenagem,1,False
Areia de cor bege absorve menos calor,1,False
Areia de cor bege gera brilho mínimo,1,False
Areia de base granítica permanece estável sob todas as condições climáticas,1,False
por chuva ácida,1,False
Areia de base granítica é,1,False
cálcio,1,False
calcário,1,False
exatamente 0 por cento,1,False
"entre 1,0 e 2,0 milímetros",1,False
entre 0 e 6 por cento,1,False
"entre 0,5 e 1,0 milímetro",1,False
"entre 0,25 e 0,5 milímetro",1,False
no máximo 92 por cento,1,False
"entre 0,15 e 0,25 milímetro",1,False
entre 7 e 18 por cento,1,False
"entre 0,05 e 0,15 milímetro",1,False
"não maior que 2,0 por cento",1,False
"abaixo de 0,05 milímetro",1,False
"não maior que 0,15 por cento",1,False
"o jogo ocorre à noite, então Área da Quadra",1,False
iluminada,1,False
que Atletas vejam claramente a ação,1,False
que Oficiais vejam claramente a ação,1,False
que espectadores no local vejam claramente a ação,1,False
que espectadores por televisão vejam claramente a ação,1,False
Níveis de brilho,1,False
corretamente projetados sobre toda a Área de Jogo,1,False
Contraste,1,False
Ofuscamento,1,False
Níveis de iluminação dependem do tamanho do local,1,False
"Em competição internacional noturna, iluminação artificial",1,False
entre 1000 e 1500 lux no mínimo,1,False
medida a 1 metro acima da superfície de jogo,1,False
durante o dia por solicitação da televisão,1,False
Iluminação artificial durante o dia,1,False
impacto da sombra,1,False
Treinamento,1,False
Competição local,1,False
até 400 lux,1,False
Competição internacional,1,False
entre 1000 e 1500 lux,1,False
Regra da Vantagem é cláusula das Regras do Jogo,1,False
Regra da Vantagem dá aos Árbitros discricionariedade para permitir continuidade do jogo após falta cometida,1,False
Regra da Vantagem aplica-se quando parar o jogo puniria injustamente a Equipe que sofreu a falta,1,False
Contra-ataque é ataque de retorno,1,False
Arremesso criativo é caracterizado por originalidade,1,False
Ação criativa é caracterizada por originalidade,1,False
Arremesso criativo é caracterizado por expressividade,1,False
Ação criativa é caracterizada por expressividade,1,False
Arremesso criativo é imaginativo,1,False
Ação criativa é imaginativa,1,False
Fair Play é conformidade com as regras do esporte,1,False
Fair Play é conformidade com o espírito do esporte,1,False
Fair Play é conformidade com a etiqueta do esporte,1,False
Fair Play constitui ethos do esporte,1,False
Golden Goal é regra que permite declarar vencedora a Equipe que marca o primeiro gol,1,False
Aérea corresponde a deslocamento pelo ar conforme termo-fonte In-flight,1,False
Gol contra ocorre quando Atleta marca gol registrado contra sua própria Equipe,1,False
Shoot-out é meio de resolver empate,1,False
Shoot-out ocorre com número igual de Atletas de cada lado alternando arremessos ao gol defendido pelo Goleiro,1,False
Andada é violação das Regras,1,False
Andada ocorre quando Atleta dá passos demais sem quicar a bola,1,False
Turnover ocorre quando uma Equipe concede posse à Equipe adversária ao perder a bola por qualquer meio,1,False
por passe interceptado,1,False
por arremesso errado,1,False
por infração às Regras,1,False
Contra-ataque rápido é tentativa da Equipe de mover a bola rapidamente pela Quadra até posição de finalização,1,False
Contra-ataque rápido busca criar situação em que defesa fica em inferioridade numérica,1,False
Contra-ataque rápido busca criar situação em que defesa não tem tempo para se organizar,1,False
Fumble ocorre quando Atleta em posse da bola solta a bola em jogo,1,False
Fumble ocorre quando Atleta em posse da bola maneja incorretamente a bola em jogo,1,False
natureza de espetáculo,1,False
Gol espetacular é impressionante,1,False
Gol espetacular é sensacional,1,False
Gol espetacular é emocionante em efeito,1,False
Gol espetacular é performance produzida de modo elaborado,1,False
Gol espetacular vale 2 pontos,1,False
Arremesso com Giro é arremesso realizado com volta completa do corpo no ar,1,False
Roubo de bola consiste em tomar a bola de adversário que,1,False
a bola,1,False
Interceptação consiste em interceptar um passe,1,False
